person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
23,45000,0.0,4.0,0.0,2.0,4800,13.98,0,0.11,1.0,2
22,25000,1.0,6.0,3.0,0.0,13000,7.88,0,0.52,0.0,3
35,100000,2.0,9.0,1.0,1.0,6000,9.99,0,0.06,0.0,7
28,29950,0.0,4.0,1.0,2.0,3825,14.27,0,0.13,0.0,8
22,60000,0.0,3.0,1.0,0.0,7000,6.91,0,0.12,0.0,2
26,41000,0.0,4.0,1.0,0.0,6750,5.99,0,0.16,0.0,3
25,94000,2.0,9.0,4.0,1.0,30000,10.65,0,0.32,0.0,4
25,23198,0.0,2.0,3.0,0.0,6000,8.0,0,0.26,0.0,2
24,45000,2.0,3.0,3.0,2.0,15000,13.06,0,0.33,0.0,3
22,28000,0.0,5.0,5.0,1.0,6900,9.99,0,0.25,0.0,3
24,77496,0.0,2.0,3.0,2.0,9000,12.84,0,0.12,0.0,4
22,75000,0.0,6.0,0.0,2.0,12000,13.49,0,0.16,0.0,2
22,120000,2.0,3.0,2.0,2.0,5000,14.79,0,0.04,0.0,2
23,40000,2.0,1.0,3.0,1.0,1200,10.83,0,0.03,0.0,2
21,45000,0.0,5.0,3.0,2.0,4000,12.87,0,0.09,1.0,2
26,21600,1.0,,2.0,1.0,4200,9.99,0,0.19,0.0,3
22,45000,0.0,3.0,0.0,4.0,10000,17.93,0,0.22,1.0,2
34,47300,2.0,3.0,4.0,0.0,12000,7.88,0,0.25,0.0,10
23,67000,2.0,7.0,2.0,1.0,2500,11.71,0,0.04,0.0,3
28,30000,0.0,4.0,2.0,0.0,8000,,0,0.27,0.0,8
23,43000,0.0,1.0,5.0,0.0,3000,8.49,0,0.07,0.0,3
23,85000,2.0,1.0,3.0,2.0,21400,13.49,0,0.25,1.0,4
39,24000,0.0,0.0,2.0,1.0,2000,10.99,0,0.08,0.0,11
65,45900,0.0,2.0,1.0,2.0,10000,,0,0.22,1.0,19
33,62000,0.0,4.0,1.0,1.0,8000,11.48,0,0.13,0.0,5
25,101877,0.0,9.0,3.0,1.0,6600,10.99,0,0.06,0.0,2
31,55000,2.0,2.0,0.0,0.0,8000,7.14,0,0.15,0.0,10
27,35000,0.0,5.0,3.0,2.0,10000,13.48,0,0.29,0.0,10
27,157544,2.0,8.0,5.0,2.0,35000,12.99,0,0.22,1.0,10
23,90000,0.0,7.0,1.0,2.0,7500,11.03,0,0.08,0.0,4
22,59317,0.0,5.0,3.0,1.0,5000,11.48,0,0.08,0.0,4
23,59000,2.0,7.0,0.0,0.0,3600,7.51,0,0.06,0.0,2
31,97000,2.0,6.0,5.0,0.0,12000,7.66,0,0.12,0.0,6
29,65000,2.0,5.0,1.0,0.0,10000,8.49,0,0.15,0.0,10
25,60000,0.0,3.0,4.0,2.0,7200,13.48,0,0.12,1.0,4
23,44390,1.0,3.0,1.0,1.0,14300,10.99,0,0.32,0.0,2
22,30000,0.0,1.0,0.0,2.0,4000,,0,0.13,0.0,4
24,23000,0.0,1.0,0.0,2.0,5000,,0,0.22,1.0,2
27,43200,0.0,4.0,2.0,1.0,4200,10.74,0,0.1,0.0,6
29,144000,2.0,13.0,3.0,0.0,16000,6.62,0,0.11,0.0,6
30,76404,2.0,14.0,2.0,0.0,12000,6.54,0,0.16,0.0,5
24,50004,0.0,2.0,3.0,2.0,10000,13.79,0,0.2,1.0,4
30,69000,0.0,4.0,2.0,2.0,3600,13.99,0,0.05,0.0,10
23,73000,0.0,4.0,2.0,1.0,6000,12.53,0,0.08,0.0,4
23,95000,0.0,4.0,0.0,1.0,10000,10.99,0,0.11,0.0,4
23,75885,2.0,7.0,1.0,2.0,3000,11.03,0,0.04,0.0,4
22,52000,0.0,3.0,0.0,2.0,12000,13.57,0,0.23,1.0,2
25,100000,1.0,2.0,4.0,0.0,15000,6.17,0,0.15,0.0,4
23,65000,0.0,3.0,3.0,0.0,15000,8.94,0,0.23,0.0,3
30,55536,2.0,14.0,2.0,2.0,1000,,0,0.02,0.0,7
30,42000,2.0,13.0,1.0,3.0,3000,15.33,0,0.07,1.0,9
25,120000,0.0,6.0,0.0,2.0,5000,13.79,0,0.04,0.0,3
28,61838,2.0,12.0,1.0,0.0,10675,7.49,0,0.17,0.0,7
26,66400,0.0,6.0,2.0,0.0,6000,7.29,0,0.09,0.0,4
27,33600,0.0,1.0,2.0,2.0,3000,13.49,0,0.09,1.0,9
23,50400,0.0,5.0,1.0,1.0,9400,9.99,0,0.19,0.0,4
33,30000,0.0,0.0,2.0,0.0,5000,7.74,0,0.17,0.0,8
30,151800,2.0,14.0,4.0,2.0,17525,12.72,0,0.12,1.0,7
30,74000,2.0,0.0,0.0,0.0,7625,,0,0.1,0.0,5
23,85000,0.0,5.0,2.0,2.0,6700,15.23,0,0.08,1.0,2
23,80000,0.0,5.0,3.0,1.0,5000,12.42,0,0.06,0.0,4
24,75000,0.0,0.0,5.0,0.0,4975,6.76,0,0.07,0.0,4
26,53100,1.0,10.0,3.0,0.0,13000,7.9,0,0.24,0.0,3
35,50000,1.0,6.0,2.0,0.0,13650,6.99,0,0.27,0.0,10
22,28000,2.0,6.0,0.0,1.0,10000,10.99,0,0.36,0.0,3
34,43000,2.0,9.0,5.0,0.0,11000,7.88,0,0.26,0.0,10
28,45000,2.0,6.0,5.0,0.0,10000,5.99,0,0.22,0.0,10
22,84600,2.0,4.0,0.0,0.0,6000,,0,0.07,0.0,4
23,110000,0.0,6.0,1.0,2.0,3000,14.22,0,0.03,0.0,3
26,28800,0.0,5.0,1.0,3.0,8000,,0,0.28,1.0,3
24,56004,0.0,2.0,2.0,2.0,14000,12.61,0,0.25,0.0,2
29,83000,2.0,5.0,3.0,0.0,7500,,0,0.09,0.0,10
25,83500,0.0,9.0,4.0,2.0,3500,,0,0.04,0.0,2
32,20000,0.0,3.0,5.0,1.0,4750,10.37,0,0.24,0.0,8
32,32004,0.0,16.0,2.0,1.0,4000,11.49,0,0.12,0.0,10
34,56000,1.0,0.0,2.0,1.0,5600,11.86,0,0.1,0.0,7
27,72000,1.0,4.0,1.0,2.0,8000,11.09,0,0.11,1.0,9
23,86000,0.0,4.0,2.0,0.0,14000,6.62,0,0.16,0.0,3
23,60000,0.0,2.0,1.0,0.0,12000,,0,0.2,0.0,3
36,27000,1.0,4.0,4.0,0.0,6000,7.14,0,0.22,0.0,15
34,50000,2.0,11.0,5.0,0.0,4000,8.9,0,0.08,0.0,7
24,83050,2.0,5.0,1.0,2.0,10000,13.49,0,0.12,1.0,3
21,50000,0.0,4.0,1.0,1.0,11000,10.0,0,0.22,0.0,3
21,53851,2.0,2.0,5.0,1.0,12000,10.0,0,0.22,0.0,2
21,61000,2.0,6.0,0.0,2.0,6000,,0,0.1,0.0,3
25,216000,2.0,2.0,1.0,3.0,25000,16.07,0,0.12,0.0,3
26,55000,0.0,5.0,0.0,1.0,6325,10.65,0,0.12,0.0,4
28,90000,0.0,12.0,0.0,3.0,21000,14.54,0,0.23,0.0,9
24,74700,2.0,7.0,1.0,0.0,12000,5.42,0,0.16,0.0,4
25,44000,2.0,7.0,4.0,0.0,5000,7.4,0,0.11,0.0,3
23,55000,0.0,2.0,3.0,1.0,3000,9.88,0,0.05,0.0,2
22,34000,0.0,0.0,5.0,2.0,3500,14.27,0,0.1,1.0,3
37,25000,0.0,6.0,1.0,1.0,7500,10.99,0,0.3,0.0,15
23,39500,0.0,7.0,2.0,0.0,11000,,0,0.28,0.0,2
23,31920,0.0,0.0,5.0,0.0,5000,8.0,0,0.16,0.0,3
28,78000,0.0,5.0,4.0,1.0,20000,11.48,0,0.26,0.0,5
22,40800,2.0,6.0,0.0,0.0,7975,5.79,0,0.2,0.0,3
21,28596,2.0,3.0,0.0,0.0,2000,7.29,0,0.07,0.0,4
29,92000,2.0,8.0,4.0,0.0,12000,6.62,0,0.13,0.0,8
23,60000,0.0,1.0,2.0,1.0,3000,10.25,0,0.05,0.0,4
24,70000,0.0,2.0,1.0,2.0,8000,14.72,0,0.11,1.0,3
25,35138,2.0,3.0,5.0,1.0,1000,,0,0.03,0.0,3
26,132500,2.0,1.0,4.0,1.0,12000,12.69,0,0.09,0.0,3
27,75800,0.0,0.0,1.0,0.0,2475,6.54,0,0.03,0.0,8
26,40224,2.0,0.0,0.0,0.0,7000,7.4,0,0.17,0.0,2
23,43000,0.0,1.0,1.0,0.0,3000,8.49,0,0.07,0.0,4
28,136092,2.0,2.0,3.0,2.0,8000,13.61,0,0.06,0.0,5
24,41000,0.0,1.0,2.0,2.0,7000,12.53,0,0.17,0.0,2
23,46000,2.0,1.0,3.0,0.0,3000,5.42,0,0.07,0.0,3
25,32500,1.0,9.0,2.0,1.0,3600,,0,0.11,0.0,4
43,42000,2.0,3.0,3.0,1.0,20000,,0,0.48,0.0,13
30,125000,2.0,14.0,4.0,0.0,5750,7.43,0,0.05,0.0,5
22,60000,2.0,6.0,1.0,0.0,11200,5.79,0,0.19,0.0,4
42,62000,0.0,2.0,0.0,1.0,8000,9.63,0,0.13,0.0,11
28,130000,1.0,10.0,1.0,1.0,24000,11.83,0,0.18,0.0,10
24,40000,0.0,1.0,2.0,2.0,3000,14.22,0,0.07,0.0,4
43,86004,2.0,2.0,4.0,1.0,10000,9.99,0,0.12,0.0,14
38,53052,0.0,0.0,1.0,1.0,8000,,0,0.15,0.0,15
25,56004,0.0,3.0,0.0,2.0,7000,14.22,0,0.12,0.0,4
27,75400,2.0,3.0,0.0,0.0,6000,7.74,0,0.08,0.0,7
28,37000,0.0,2.0,3.0,1.0,4500,11.11,0,0.12,0.0,6
35,175000,2.0,12.0,3.0,0.0,2200,8.49,0,0.01,0.0,7
35,53500,2.0,1.0,3.0,2.0,20000,12.53,0,0.37,1.0,7
23,53160,2.0,,5.0,0.0,7000,7.49,0,0.13,0.0,3
26,36120,0.0,0.0,0.0,2.0,7000,14.22,0,0.19,0.0,4
26,50000,0.0,1.0,3.0,1.0,12000,,0,0.24,0.0,4
27,60000,0.0,0.0,4.0,0.0,6000,8.0,0,0.1,0.0,5
23,75000,1.0,7.0,1.0,3.0,12000,12.49,0,0.16,0.0,4
27,42000,0.0,1.0,3.0,1.0,3000,11.83,0,0.07,0.0,5
36,107004,2.0,3.0,4.0,1.0,13000,11.83,0,0.12,0.0,15
22,52000,2.0,2.0,2.0,1.0,18000,9.88,0,0.35,0.0,4
25,30000,2.0,9.0,3.0,0.0,3000,,0,0.1,0.0,4
34,73600,2.0,10.0,4.0,1.0,15000,12.42,0,0.2,0.0,7
26,49992,2.0,10.0,5.0,1.0,6000,10.99,0,0.12,0.0,2
29,57312,0.0,3.0,5.0,1.0,5000,11.86,0,0.09,0.0,6
30,33000,0.0,4.0,5.0,2.0,1000,14.79,0,0.03,1.0,9
38,40246,2.0,7.0,4.0,0.0,12000,8.9,0,0.3,0.0,15
23,75000,0.0,3.0,3.0,0.0,2000,5.79,0,0.03,0.0,3
32,41400,1.0,,0.0,0.0,10500,6.62,0,0.25,0.0,9
25,65499,0.0,9.0,3.0,2.0,4000,12.23,0,0.06,0.0,4
24,55000,0.0,1.0,4.0,1.0,7500,12.53,0,0.14,0.0,2
23,48000,0.0,6.0,1.0,0.0,7000,8.94,0,0.15,0.0,3
23,39000,2.0,3.0,1.0,2.0,5000,12.98,0,0.13,0.0,4
39,114996,2.0,15.0,5.0,0.0,12500,6.54,0,0.11,0.0,11
32,47000,1.0,8.0,3.0,0.0,6000,8.9,0,0.13,0.0,5
26,56000,0.0,6.0,4.0,2.0,8150,12.87,0,0.15,0.0,4
24,24000,0.0,2.0,3.0,0.0,4000,8.59,0,0.17,0.0,3
24,33600,0.0,0.0,0.0,2.0,7000,13.61,0,0.21,1.0,4
50,120000,0.0,0.0,2.0,1.0,12000,9.62,0,0.1,0.0,12
24,85000,0.0,6.0,0.0,2.0,10000,13.72,0,0.12,1.0,2
24,30000,0.0,8.0,1.0,0.0,7500,5.79,0,0.25,0.0,2
34,90636,2.0,4.0,1.0,2.0,17000,13.85,0,0.19,1.0,5
27,51000,0.0,9.0,3.0,1.0,1600,10.59,0,0.03,0.0,6
25,76800,2.0,8.0,1.0,0.0,6500,5.79,0,0.08,0.0,4
24,65000,1.0,8.0,0.0,0.0,6000,6.99,0,0.09,0.0,2
22,49000,2.0,6.0,3.0,0.0,2400,5.79,0,0.05,0.0,3
26,45500,0.0,2.0,1.0,1.0,9400,9.91,0,0.21,0.0,2
27,39000,0.0,0.0,1.0,2.0,8000,11.03,0,0.21,0.0,9
22,44400,0.0,3.0,1.0,2.0,12800,12.73,0,0.29,0.0,2
30,48000,2.0,13.0,3.0,0.0,10950,,0,0.23,0.0,9
30,95000,2.0,14.0,0.0,1.0,25000,11.12,0,0.26,0.0,6
38,47004,0.0,2.0,2.0,2.0,4775,,0,0.1,0.0,13
22,58000,1.0,6.0,1.0,3.0,10000,14.83,0,0.17,0.0,2
22,67500,0.0,1.0,3.0,1.0,7500,9.76,0,0.11,0.0,2
33,88000,0.0,3.0,3.0,3.0,9000,14.54,0,0.1,0.0,9
25,77700,0.0,2.0,4.0,1.0,14000,10.99,0,0.18,0.0,2
24,50000,2.0,0.0,4.0,1.0,5500,,0,0.11,0.0,3
40,69996,3.0,24.0,4.0,1.0,6000,12.53,0,0.09,0.0,11
24,43000,2.0,8.0,5.0,0.0,9500,6.62,0,0.22,0.0,2
24,21948,2.0,2.0,3.0,3.0,4000,,0,0.18,0.0,2
23,51000,1.0,7.0,0.0,0.0,6000,5.42,0,0.12,0.0,4
22,36000,0.0,4.0,1.0,1.0,6000,10.36,0,0.17,0.0,3
22,55000,2.0,7.0,3.0,0.0,3000,5.99,0,0.05,0.0,4
35,100000,0.0,0.0,2.0,0.0,5000,7.74,0,0.05,0.0,7
42,20400,0.0,4.0,0.0,5.0,2000,20.99,0,0.1,1.0,13
29,85200,2.0,5.0,2.0,2.0,8900,,0,0.1,1.0,6
23,48000,1.0,4.0,3.0,1.0,7000,10.74,0,0.15,0.0,4
32,45000,2.0,0.0,3.0,1.0,14000,12.69,0,0.31,0.0,9
28,63000,2.0,1.0,4.0,2.0,8000,12.73,0,0.13,0.0,9
24,180000,2.0,7.0,3.0,1.0,14000,11.99,0,0.08,0.0,2
37,46000,2.0,9.0,1.0,1.0,5000,10.75,0,0.11,0.0,14
26,44000,2.0,7.0,0.0,4.0,10000,17.14,0,0.23,0.0,4
25,108000,2.0,0.0,4.0,1.0,21000,11.71,0,0.19,0.0,4
25,170004,2.0,3.0,2.0,1.0,10000,11.11,0,0.06,0.0,4
24,35000,0.0,1.0,2.0,2.0,4500,12.87,0,0.13,1.0,3
31,165000,2.0,3.0,4.0,2.0,15000,12.61,0,0.09,0.0,7
25,40000,0.0,1.0,1.0,1.0,7200,9.88,0,0.18,0.0,4
26,59000,2.0,4.0,1.0,1.0,3500,10.99,0,0.06,0.0,2
28,90000,2.0,7.0,0.0,0.0,12000,8.32,0,0.13,0.0,9
33,61500,0.0,7.0,1.0,0.0,6000,5.79,0,0.1,0.0,10
27,37000,0.0,4.0,1.0,1.0,7900,11.11,0,0.21,0.0,7
33,61000,0.0,0.0,4.0,1.0,6000,10.39,0,0.1,0.0,9
27,144000,2.0,11.0,5.0,0.0,11000,8.9,0,0.08,0.0,6
22,45000,0.0,4.0,5.0,0.0,5400,7.29,0,0.12,0.0,2
24,113000,0.0,3.0,3.0,1.0,16000,11.99,0,0.14,0.0,2
31,55000,2.0,3.0,5.0,1.0,6250,9.99,0,0.11,0.0,9
23,21600,0.0,3.0,1.0,1.0,5500,9.25,0,0.25,0.0,4
29,120000,2.0,1.0,3.0,1.0,23000,11.49,0,0.19,0.0,5
24,45000,2.0,8.0,2.0,0.0,5000,5.79,0,0.11,0.0,3
25,20000,0.0,0.0,2.0,2.0,3500,10.28,0,0.17,1.0,3
24,47000,0.0,0.0,2.0,1.0,1450,10.74,0,0.03,0.0,4
22,22000,2.0,0.0,2.0,1.0,2400,11.71,0,0.11,0.0,3
27,94700,2.0,8.0,1.0,0.0,8000,7.49,0,0.08,0.0,7
21,66000,2.0,5.0,2.0,0.0,18000,6.91,0,0.27,0.0,3
32,75000,0.0,3.0,3.0,3.0,12800,14.74,0,0.17,1.0,6
22,33000,0.0,6.0,5.0,2.0,6000,13.85,0,0.18,0.0,3
23,25100,1.0,7.0,1.0,3.0,10800,14.59,0,0.43,1.0,3
25,38880,2.0,1.0,0.0,0.0,9500,7.51,0,0.24,0.0,4
28,126000,2.0,2.0,4.0,1.0,12000,11.71,0,0.1,0.0,8
23,24000,0.0,1.0,3.0,1.0,5500,10.99,0,0.23,0.0,4
23,62000,2.0,1.0,0.0,1.0,6500,10.95,0,0.1,0.0,3
23,35400,0.0,4.0,5.0,1.0,9600,11.89,0,0.27,0.0,2
24,24000,1.0,2.0,3.0,0.0,10000,6.92,0,0.42,0.0,4
46,48956,0.0,0.0,2.0,1.0,2800,10.59,0,0.06,0.0,14
30,145000,2.0,3.0,4.0,0.0,9600,7.9,0,0.07,0.0,6
22,38400,1.0,5.0,1.0,2.0,10000,13.99,0,0.26,0.0,4
28,115000,2.0,2.0,0.0,1.0,18000,10.59,0,0.16,0.0,10
45,29676,0.0,5.0,1.0,2.0,2700,12.84,0,0.09,1.0,17
38,31200,2.0,6.0,3.0,2.0,5850,13.49,0,0.19,1.0,11
31,100000,2.0,0.0,4.0,0.0,15000,9.63,0,0.15,0.0,5
32,40100,0.0,3.0,1.0,2.0,7175,12.99,0,0.18,1.0,7
23,210000,0.0,,1.0,1.0,12000,10.59,0,0.06,0.0,2
33,40800,2.0,,5.0,0.0,15000,7.51,0,0.37,0.0,5
29,30000,0.0,0.0,5.0,1.0,2000,10.75,0,0.07,0.0,7
22,32400,0.0,5.0,0.0,4.0,3000,16.45,0,0.09,0.0,3
31,65000,0.0,13.0,2.0,1.0,13000,,0,0.2,0.0,8
24,57600,2.0,8.0,4.0,0.0,10500,6.62,0,0.18,0.0,3
25,100000,2.0,6.0,3.0,1.0,12000,9.91,0,0.12,0.0,4
28,32000,0.0,5.0,2.0,0.0,5000,6.99,0,0.16,0.0,7
36,80000,2.0,9.0,1.0,2.0,6000,,0,0.07,0.0,11
41,30840,0.0,8.0,2.0,1.0,6000,10.59,0,0.19,0.0,13
25,38000,2.0,9.0,4.0,0.0,5400,8.9,0,0.14,0.0,2
29,59000,0.0,3.0,1.0,0.0,6000,7.88,0,0.1,0.0,9
24,45600,2.0,0.0,5.0,0.0,7200,6.91,0,0.16,0.0,4
23,80004,2.0,2.0,3.0,1.0,19000,10.62,0,0.24,0.0,2
25,78000,0.0,5.0,4.0,2.0,3200,12.99,0,0.04,1.0,4
24,65000,0.0,5.0,4.0,0.0,11000,7.51,0,0.17,0.0,4
31,72500,2.0,12.0,3.0,1.0,8875,11.99,0,0.12,0.0,8
22,85000,2.0,7.0,1.0,0.0,11700,8.59,0,0.14,0.0,3
31,24996,2.0,6.0,0.0,1.0,6000,9.25,0,0.24,0.0,9
38,110000,1.0,6.0,0.0,2.0,12000,12.99,0,0.11,1.0,11
35,160000,1.0,10.0,3.0,1.0,24000,11.83,0,0.15,0.0,9
24,50000,0.0,0.0,3.0,1.0,7200,11.71,0,0.14,0.0,2
23,82000,2.0,7.0,0.0,3.0,9000,,0,0.11,1.0,2
22,83000,1.0,6.0,5.0,3.0,25000,15.95,0,0.3,1.0,4
23,100000,2.0,0.0,3.0,0.0,11000,8.49,0,0.11,0.0,2
27,84000,2.0,11.0,0.0,3.0,14000,15.7,0,0.17,1.0,7
21,30028,0.0,5.0,2.0,1.0,7500,10.75,0,0.25,0.0,4
26,38000,0.0,4.0,2.0,1.0,8000,12.69,0,0.21,0.0,4
29,56000,0.0,7.0,5.0,1.0,3500,10.37,0,0.06,0.0,7
32,96000,0.0,1.0,0.0,1.0,5000,11.99,0,0.05,0.0,9
39,90000,2.0,9.0,4.0,3.0,22000,12.67,0,0.24,1.0,15
31,60000,2.0,15.0,5.0,0.0,10000,9.63,0,0.17,0.0,8
31,82000,2.0,15.0,4.0,0.0,9000,5.42,0,0.11,0.0,9
22,130000,2.0,6.0,0.0,2.0,3000,13.49,0,0.02,0.0,2
27,100000,2.0,11.0,0.0,0.0,14400,,0,0.14,0.0,8
23,66000,2.0,,0.0,0.0,10000,5.42,0,0.15,0.0,3
23,60000,0.0,5.0,2.0,0.0,10000,7.14,0,0.17,0.0,2
30,22584,1.0,,2.0,0.0,5000,7.51,0,0.22,0.0,10
30,80256,1.0,11.0,3.0,0.0,24000,7.49,0,0.3,0.0,7
30,45000,2.0,11.0,3.0,2.0,10000,13.57,0,0.22,1.0,6
26,65000,2.0,7.0,4.0,1.0,14400,9.99,0,0.22,0.0,3
26,58900,2.0,8.0,0.0,0.0,6400,8.63,0,0.11,0.0,3
22,52800,2.0,5.0,3.0,1.0,4000,10.99,0,0.08,0.0,2
22,63000,2.0,3.0,0.0,0.0,10000,8.94,0,0.16,0.0,4
34,42000,0.0,2.0,2.0,1.0,2500,10.59,0,0.06,0.0,6
29,69000,1.0,11.0,2.0,1.0,6000,11.12,0,0.09,0.0,8
26,65000,2.0,3.0,3.0,0.0,10000,7.29,0,0.15,0.0,3
25,90000,2.0,9.0,1.0,0.0,20000,6.54,0,0.22,0.0,3
22,44000,2.0,5.0,5.0,0.0,7200,7.29,0,0.16,0.0,3
28,205000,0.0,13.0,2.0,2.0,17600,13.23,0,0.09,0.0,10
34,564000,0.0,2.0,2.0,0.0,6000,7.14,0,0.01,0.0,5
24,85000,2.0,8.0,3.0,2.0,10000,12.99,0,0.12,1.0,4
27,43200,0.0,9.0,2.0,2.0,4000,13.48,0,0.09,0.0,7
27,123996,2.0,11.0,2.0,0.0,6500,8.0,0,0.05,0.0,6
28,48876,0.0,5.0,0.0,3.0,3000,14.59,0,0.06,0.0,8
22,112000,2.0,2.0,0.0,0.0,4000,8.9,0,0.04,0.0,3
24,80000,2.0,8.0,0.0,2.0,12000,13.48,0,0.15,1.0,4
29,60000,2.0,13.0,2.0,0.0,13500,7.51,0,0.23,0.0,5
24,65000,2.0,7.0,3.0,0.0,1525,5.42,0,0.02,0.0,3
26,38000,2.0,1.0,4.0,0.0,4000,,0,0.11,0.0,3
24,20400,2.0,5.0,5.0,1.0,5500,10.99,0,0.27,0.0,4
30,36000,1.0,14.0,4.0,2.0,4000,13.49,0,0.11,0.0,10
24,73000,2.0,1.0,2.0,1.0,10000,11.99,0,0.14,0.0,2
25,75000,2.0,5.0,1.0,0.0,5800,,0,0.08,0.0,2
28,50000,0.0,4.0,1.0,2.0,10225,,0,0.2,1.0,7
25,81000,1.0,9.0,3.0,3.0,12000,,0,0.15,1.0,2
22,40800,0.0,6.0,3.0,0.0,1000,6.91,0,0.02,0.0,2
24,45996,0.0,3.0,2.0,2.0,2000,12.98,0,0.04,1.0,2
23,53500,0.0,6.0,1.0,2.0,15000,13.47,0,0.28,0.0,2
28,135000,0.0,5.0,3.0,1.0,4000,12.42,0,0.03,0.0,5
22,40000,0.0,0.0,0.0,0.0,3600,6.17,0,0.09,0.0,2
23,54960,2.0,7.0,1.0,0.0,5500,6.03,0,0.1,0.0,3
23,75000,0.0,0.0,3.0,1.0,6000,11.48,0,0.08,0.0,2
22,91000,0.0,6.0,0.0,0.0,8000,6.92,0,0.09,0.0,4
31,50000,2.0,1.0,5.0,0.0,12000,7.88,0,0.24,0.0,6
33,75000,2.0,6.0,5.0,1.0,10000,10.99,0,0.13,0.0,10
23,75000,0.0,2.0,0.0,2.0,12000,12.98,0,0.16,1.0,2
28,78000,2.0,12.0,4.0,1.0,13000,,0,0.17,0.0,9
25,35000,1.0,9.0,3.0,2.0,4000,13.11,0,0.11,0.0,4
38,51504,0.0,3.0,3.0,2.0,10500,12.53,0,0.2,0.0,17
23,80000,2.0,7.0,3.0,0.0,4800,7.29,0,0.06,0.0,4
25,88140,2.0,5.0,1.0,2.0,15000,13.49,0,0.17,1.0,3
24,37000,0.0,8.0,1.0,3.0,10500,,0,0.28,0.0,4
25,39996,2.0,7.0,3.0,1.0,3200,,0,0.08,0.0,4
24,51600,0.0,8.0,4.0,1.0,3000,10.65,0,0.06,0.0,3
32,307000,1.0,10.0,3.0,2.0,11000,14.26,0,0.04,1.0,10
24,27600,2.0,1.0,0.0,2.0,2000,14.27,0,0.07,1.0,2
48,57996,0.0,2.0,4.0,2.0,7000,13.61,0,0.12,1.0,12
28,65000,1.0,13.0,3.0,0.0,8000,7.66,0,0.12,0.0,7
53,45000,0.0,0.0,0.0,2.0,5600,13.79,0,0.12,0.0,28
21,60000,2.0,5.0,5.0,1.0,7800,9.99,0,0.13,0.0,2
24,17616,0.0,,3.0,1.0,2000,10.37,0,0.11,0.0,2
23,54000,2.0,4.0,2.0,1.0,2700,11.86,0,0.05,0.0,3
29,54000,0.0,2.0,5.0,0.0,6000,7.9,0,0.11,0.0,7
25,30720,0.0,4.0,2.0,0.0,2400,7.9,0,0.08,0.0,3
23,75000,2.0,0.0,5.0,2.0,9500,,0,0.13,1.0,3
23,59000,2.0,7.0,3.0,0.0,2000,5.42,0,0.03,0.0,2
29,65000,2.0,11.0,4.0,0.0,7000,,0,0.11,0.0,10
27,65004,1.0,1.0,4.0,2.0,12000,12.09,0,0.18,0.0,7
30,42000,0.0,1.0,0.0,1.0,12000,9.88,0,0.29,0.0,8
22,36250,0.0,6.0,1.0,2.0,6000,14.22,0,0.17,1.0,3
23,55000,2.0,7.0,1.0,0.0,15000,,0,0.27,0.0,4
34,63504,0.0,0.0,2.0,1.0,3500,10.0,0,0.06,0.0,6
23,75000,2.0,6.0,1.0,0.0,5000,6.03,0,0.07,0.0,4
29,40000,0.0,0.0,5.0,2.0,3600,12.23,0,0.09,1.0,7
26,38244,2.0,6.0,5.0,0.0,18000,9.63,0,0.47,0.0,3
25,50000,0.0,0.0,4.0,1.0,6400,9.91,0,0.13,0.0,4
36,60000,2.0,2.0,3.0,2.0,8000,13.92,0,0.13,1.0,14
26,42000,0.0,3.0,0.0,0.0,4500,7.66,0,0.11,0.0,2
23,74000,2.0,4.0,3.0,1.0,20000,11.48,0,0.27,0.0,4
21,60996,0.0,2.0,3.0,1.0,8500,,0,0.14,0.0,2
28,84000,0.0,1.0,0.0,1.0,12000,11.71,0,0.14,0.0,8
27,34800,2.0,5.0,0.0,1.0,3000,9.91,0,0.09,0.0,6
23,39270,0.0,6.0,3.0,2.0,2200,11.72,0,0.06,0.0,2
25,36000,0.0,0.0,5.0,2.0,7500,13.49,0,0.21,0.0,4
24,50000,1.0,5.0,5.0,3.0,15000,16.29,0,0.3,0.0,4
35,40000,0.0,3.0,3.0,3.0,7000,16.07,0,0.17,1.0,8
43,22800,0.0,0.0,2.0,1.0,5075,10.59,0,0.22,0.0,12
51,71000,0.0,14.0,3.0,2.0,7000,,0,0.1,1.0,21
25,45000,2.0,0.0,5.0,0.0,4325,6.91,0,0.1,0.0,3
22,50000,0.0,3.0,5.0,1.0,6000,10.25,0,0.12,0.0,3
35,30555,0.0,4.0,2.0,2.0,4500,13.22,0,0.15,0.0,10
29,87600,2.0,4.0,0.0,1.0,12000,11.49,0,0.14,0.0,8
22,50000,2.0,0.0,0.0,0.0,6250,7.88,0,0.13,0.0,2
26,36000,0.0,7.0,3.0,1.0,10000,,0,0.28,0.0,3
24,42000,0.0,0.0,3.0,0.0,12000,7.66,0,0.29,0.0,4
28,48000,0.0,12.0,0.0,3.0,12500,15.95,0,0.26,0.0,7
25,70356,0.0,8.0,4.0,0.0,7000,7.29,0,0.1,0.0,4
22,42000,0.0,0.0,3.0,2.0,2500,13.92,0,0.06,1.0,3
22,48000,2.0,0.0,2.0,0.0,5000,6.03,0,0.1,0.0,4
